engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,heat_addition_angle_degrees,thermal_efficiency_percent,net_specific_power_kw_per_kg,work_consumption_ratio,maximum_pressure_kpa,maximum_temperature_k
2500,-72,9,3.2,37.5,19.14880382,3989.33413,0.674753829,5076.40447,1693.872668
3000,-72,9,3.2,45,20.43311193,5108.277981,0.6496644874,5032.479188,1677.975944
3500,-72,9,3.2,52.5,21.73325791,6338.866889,0.6236412933,4984.23009,1661.679049
4000,-72,9,3.2,60,23.02512429,7675.041428,0.5971497368,4933.451878,1645.325513
4500,-72,9,3.2,67.5,24.27575453,9103.407949,0.5711385246,4888.3506,1629.658669
5000,-72,9,3.2,75,25.44464755,10601.93648,0.5462981879,4836.486143,1613.6943
5500,-72,9,3.2,82.5,26.48903338,12140.80697,0.523590924,4719.269403,1587.903864
6000,-72,9,3.2,90,27.37193626,13685.96813,0.5036393257,4555.668652,1553.553812
6500,-72,9,3.2,97.5,28.06894077,15204.00959,0.486658258,4372.06566,1514.207622
7000,-72,9,3.2,105,28.57045931,16666.10126,0.4726070927,4183.461729,1472.57729
7500,-72,9,3.2,112.5,28.8798162,18049.88513,0.4612955135,3999.01634,1430.604863
8000,-72,9,3.2,120,29.00943355,19339.62236,0.4524631246,3824.244291,1389.67362
8500,-72,9,3.2,127.5,28.97702844,20525.39514,0.445831014,3660.710347,1350.781399
9000,-72,9,3.2,135,28.80266166,21601.99624,0.4411305459,3509.506123,1314.723098
9500,-72,9,3.2,142.5,28.50675093,22567.84449,0.4381168494,3370.800139,1282.164962
10000,-72,9,3.2,150,28.10886877,23424.05731,0.4365732905,3243.79583,1253.636787
500,-48,9,3.2,7.5,22.55309371,939.7122378,0.606749386,4948.133111,1651.121822
1000,-48,9,3.2,15,23.89515318,1991.262765,0.5791615739,4903.405449,1634.491718
1500,-48,9,3.2,22.5,25.24288607,3155.360759,0.5505966124,4851.764723,1617.444934
2000,-48,9,3.2,30,26.56868204,4428.113674,0.521897503,4801.381383,1600.665222
2500,-48,9,3.2,37.5,27.83514505,5798.988551,0.4939241757,4753.887818,1584.638072
3000,-48,9,3.2,45,28.9953294,7248.83235,0.467526388,4705.599163,1569.705018
3500,-48,9,3.2,52.5,29.99778258,8749.353252,0.4446916083,4640.54985,1553.846827
4000,-48,9,3.2,60,30.79653133,10265.51044,0.4257272335,4460.827912,1525.586508
4500,-48,9,3.2,67.5,31.36160496,11760.60186,0.4109361269,4226.830372,1488.911196
5000,-48,9,3.2,75,31.68398942,13201.66226,0.3999478967,3980.348803,1448.371611
5500,-48,9,3.2,82.5,31.77338562,14562.80174,0.3922555442,3742.923535,1407.27116
6000,-48,9,3.2,90,31.65203323,15826.01662,0.387351269,3523.782371,1367.776309
6500,-48,9,3.2,97.5,31.34838215,16980.37366,0.3847810228,3326.548208,1331.245468
7000,-48,9,3.2,105,30.89242819,18020.58311,0.3841602108,3150.976156,1298.455819
7500,-48,9,3.2,112.5,30.31290128,18945.5633,0.3851715894,2995.80576,1269.762079
8000,-48,9,3.2,120,29.6358524,19757.23494,0.387556318,2859.005189,1245.210915
8500,-48,9,3.2,127.5,28.88412373,20459.58764,0.3911034911,2738.384603,1224.646012
9000,-48,9,3.2,135,28.07731392,21057.98544,0.3956404256,2632.263988,1207.76607
9500,-48,9,3.2,142.5,27.23199096,21558.65951,0.4010244661,2538.422606,1194.22756
10000,-48,9,3.2,150,26.36200876,21968.34064,0.4071363877,2455.415475,1183.673373
500,-24,9,3.2,7.5,31.27772674,1303.238614,0.41445619,4618.426538,1540.625766
1000,-24,9,3.2,15,32.30979784,2692.483153,0.3899114654,4581.347799,1527.555527
1500,-24,9,3.2,22.5,33.13635563,4142.044454,0.3698355455,4550.015386,1516.995532
2000,-24,9,3.2,30,33.70600793,5617.667988,0.355787495,4434.130647,1503.16819
2500,-24,9,3.2,37.5,33.98875864,7080.991384,0.3473506462,4135.399795,1475.721479
3000,-24,9,3.2,45,33.98323066,8495.807665,0.3431635367,3783.592908,1440.664293
3500,-24,9,3.2,52.5,33.71311464,9832.991771,0.3421193454,3445.461893,1403.20441
4000,-24,9,3.2,60,33.21700862,11072.33621,0.3434685344,3146.691397,1366.882462
4500,-24,9,3.2,67.5,32.53838937,12201.89601,0.3466883525,2893.112948,1333.451013
5000,-24,9,3.2,75,31.71901832,13216.25763,0.3514016894,2681.765403,1303.782059
5500,-24,9,3.2,82.5,30.7957567,14114.72182,0.3573294907,2507.346051,1278.073613
6000,-24,9,3.2,90,29.79960992,14899.80496,0.3642607266,2364.09284,1256.249018
6500,-24,9,3.2,97.5,28.75592437,15576.1257,0.3720323047,2246.520498,1238.041133
7000,-24,9,3.2,105,27.68505837,16149.61738,0.3805152146,2150.058452,1223.088246
7500,-24,9,3.2,112.5,26.60317229,16626.98268,0.3896048311,2070.635528,1211.082362
8000,-24,9,3.2,120,25.52297767,17015.31845,0.3992140753,2005.015574,1201.686041
8500,-24,9,3.2,127.5,24.45438732,17321.85769,0.4092685688,1950.575933,1194.601215
9000,-24,9,3.2,135,23.40505628,17553.79221,0.4197031861,1905.059109,1189.551592
9500,-24,9,3.2,142.5,22.38082325,17718.15174,0.430459589,1866.804087,1186.298766
10000,-24,9,3.2,150,21.38606832,17821.7236,0.4414844505,1834.473388,1184.631268
500,0,9,3.2,7.5,34.79433513,1449.763964,0.3256732066,4263.364823,1484.891834
1000,0,9,3.2,15,34.33787458,2861.489548,0.3285799466,3791.383503,1461.166468
1500,0,9,3.2,22.5,33.62569261,4203.211576,0.3332202162,3271.576001,1430.815492
2000,0,9,3.2,30,32.71305873,5452.176455,0.3393616609,2814.669543,1398.058412
2500,0,9,3.2,37.5,31.65478455,6594.746781,0.3467728154,2442.618798,1366.841685
3000,0,9,3.2,45,30.49838589,7624.596473,0.3552502982,2148.334121,1338.470484
3500,0,9,3.2,52.5,29.282097,8540.611626,0.3646258866,1919.539497,1313.571557
4000,0,9,3.2,60,28.03543482,9345.144941,0.3747634445,1746.325032,1292.252999
4500,0,9,3.2,67.5,26.78066319,10042.7487,0.3855525474,1625.087039,1274.224591
5000,0,9,3.2,75,25.53434272,10639.30947,0.3969020409,1566.405668,1259.211229
5500,0,9,3.2,82.5,24.30866477,11141.47135,0.4087346637,1565.431782,1246.934524
6000,0,9,3.2,90,23.11250652,11556.25326,0.4209829248,1565.431782,1237.050072
6500,0,9,3.2,97.5,21.95223422,11890.79353,0.4335860888,1565.431782,1229.34604
7000,0,9,3.2,105,20.83230558,12152.17825,0.4464880391,1565.431782,1223.549187
7500,0,9,3.2,112.5,19.75572097,12347.3256,0.4596357966,1565.431782,1219.447272
8000,0,9,3.2,120,18.72436381,12482.90921,0.4729785108,1565.431782,1216.865654
8500,0,9,3.2,127.5,17.73926087,12565.30978,0.4864667746,1565.431782,1215.616873
9000,0,9,3.2,135,16.80078442,12600.58832,0.5000521519,1565.431782,1215.569618
9500,0,9,3.2,142.5,15.9088118,12594.47601,0.5136868368,1565.431782,1216.592872
10000,0,9,3.2,150,15.06285315,12552.37763,0.5273233848,1565.431782,1218.592029
500,-120,9,3.5,7.5,4.185785096,174.4077123,0.936075401,5630.66038,1879.183786
1000,-120,9,3.5,15,4.716953448,393.079454,0.9277469606,5617.849244,1872.983117
1500,-120,9,3.5,22.5,5.293962936,661.745367,0.9185546616,5590.96589,1865.642143
2000,-120,9,3.5,30,5.918485119,986.4141865,0.9086142255,5574.879472,1858.293157
2500,-120,9,3.5,37.5,6.592231125,1373.381484,0.8977138364,5546.529223,1849.848742
3000,-120,9,3.5,45,7.316779586,1829.194896,0.8858556348,5514.366093,1840.681497
3500,-120,9,3.5,52.5,8.093472796,2360.596232,0.8730744951,5486.780359,1831.165084
4000,-120,9,3.5,60,8.923291586,2974.430529,0.8592421023,5455.051756,1820.882521
4500,-120,9,3.5,67.5,9.806679606,3677.504852,0.8444236341,5427.720065,1810.224147
5000,-120,9,3.5,75,10.74328206,4476.367523,0.8284911293,5396.40627,1798.80209
5500,-120,9,3.5,82.5,11.73154753,5376.959285,0.8112904267,5353.059863,1786.25559
6000,-120,9,3.5,90,12.76812194,6384.060972,0.7932009261,5320.591878,1773.684982
6500,-120,9,3.5,97.5,13.84695628,7500.434653,0.7739887295,5280.932981,1760.310994
7000,-120,9,3.5,105,14.95810343,8725.560337,0.7538691813,5239.33367,1746.482556
7500,-120,9,3.5,112.5,16.08639447,10053.99654,0.7330261567,5194.005376,1732.276875
8000,-120,9,3.5,120,17.21064126,11473.76084,0.7120621003,5155.199309,1718.39977
8500,-120,9,3.5,127.5,18.304439,12965.64429,0.6912389803,5093.734102,1700.110167
9000,-120,9,3.5,135,19.33920409,14504.40307,0.6711492884,5001.989543,1674.695573
9500,-120,9,3.5,142.5,20.28851989,16061.74492,0.6522149509,4890.819139,1644.233497
10000,-120,9,3.5,150,21.13176908,17609.80757,0.6347323026,4767.96346,1610.401955
500,-96,9,3.5,7.5,8.448698921,352.0291217,0.8672098737,5476.458694,1826.91608
1000,-96,9,3.5,15,9.250752063,770.8960052,0.8538518932,5451.552598,1817.241136
1500,-96,9,3.5,22.5,10.10675423,1263.344279,0.8393683674,5419.673223,1806.658369
2000,-96,9,3.5,30,11.01733102,1836.221837,0.8237636378,5385.44632,1795.373755
2500,-96,9,3.5,37.5,11.98273445,2496.40301,0.8070134559,5350.159079,1783.442237
3000,-96,9,3.5,45,13.00243534,3250.608835,0.7890513861,5311.8673,1770.776536
3500,-96,9,3.5,52.5,14.07471985,4105.126622,0.7697509364,5265.532202,1757.157045
4000,-96,9,3.5,60,15.19610455,5065.368184,0.749520274,5230.575383,1743.525128
4500,-96,9,3.5,67.5,16.36046858,6135.175717,0.7279509137,5184.721514,1728.903821
5000,-96,9,3.5,75,17.55782455,7315.760228,0.7053900588,5138.393799,1713.884624
5500,-96,9,3.5,82.5,18.7727798,8604.190742,0.682175538,5094.926002,1698.787564
6000,-96,9,3.5,90,19.9831192,9991.5596,0.6586056504,5050.917112,1683.691789
6500,-96,9,3.5,97.5,21.15958305,11461.44082,0.6352318231,5005.28035,1668.662943
7000,-96,9,3.5,105,22.26820081,12989.78381,0.6127819493,4923.246391,1646.78743
7500,-96,9,3.5,112.5,23.27534233,14547.08896,0.5918705373,4803.359849,1616.964631
8000,-96,9,3.5,120,24.15339969,16102.26646,0.572900899,4662.522193,1581.895503
8500,-96,9,3.5,127.5,24.88437607,17626.43305,0.5560794977,4511.87927,1543.704987
9000,-96,9,3.5,135,25.46043711,19095.32783,0.5414547676,4358.500271,1503.962616
9500,-96,9,3.5,142.5,25.8823377,20490.18401,0.5289659132,4207.274733,1463.852132
10000,-96,9,3.5,150,26.15706408,21797.5534,0.5184869756,4060.969558,1424.161684
500,-72,9,3.5,7.5,14.62737762,609.4740676,0.7598438909,5249.471969,1750.49559
1000,-72,9,3.5,15,15.73103864,1310.919887,0.7395865898,5206.449515,1736.667324
1500,-72,9,3.5,22.5,16.88707161,2110.883951,0.7180225701,5162.134672,1722.19748
2000,-72,9,3.5,30,18.09110974,3015.184957,0.6953309749,5122.164923,1707.394252
2500,-72,9,3.5,37.5,19.33630911,4028.397732,0.6711051413,5069.489362,1691.529849
3000,-72,9,3.5,45,20.61188798,5152.971994,0.646115062,5025.784253,1675.733816
3500,-72,9,3.5,52.5,21.90143119,6387.917429,0.620233817,4977.905907,1659.565163
4000,-72,9,3.5,60,23.18105854,7727.019514,0.5939261777,4927.62101,1643.363742
4500,-72,9,3.5,67.5,24.41834047,9156.877678,0.5681304746,4882.966328,1627.859433
5000,-72,9,3.5,75,25.57364315,10655.68465,0.5435245187,4831.615241,1612.080918
5500,-72,9,3.5,82.5,26.60527635,12194.085,0.5210494889,4715.221815,1586.612619
6000,-72,9,3.5,90,27.47725649,13738.62824,0.5013101642,4552.474065,1552.659657
6500,-72,9,3.5,97.5,28.16580102,15256.47555,0.4845115222,4369.49459,1513.748335
7000,-72,9,3.5,105,28.66152226,16719.22132,0.4706097132,4181.47681,1472.547807
7500,-72,9,3.5,112.5,28.96760515,18104.75322,0.4594155208,3997.587306,1430.982721
8000,-72,9,3.5,120,29.09613533,19397.42355,0.4506717794,3822.998354,1390.422708
8500,-72,9,3.5,127.5,29.06441226,20587.29202,0.444103511,3659.622761,1351.862781
9000,-72,9,3.5,135,28.89207047,21669.05285,0.4394459805,3508.871086,1316.07535
9500,-72,9,3.5,142.5,28.59913085,22640.97859,0.4364578818,3370.271667,1283.719104
10000,-72,9,3.5,150,28.20481514,23504.01261,0.4349257308,3243.360645,1255.287192
500,-48,9,3.5,7.5,22.72131766,946.721569,0.6032986385,4941.910553,1649.009895
1000,-48,9,3.5,15,24.05166357,2004.305297,0.5758792289,4897.483367,1632.517189
1500,-48,9,3.5,22.5,25.38577111,3173.221389,0.5475344523,4846.359631,1615.639151
2000,-48,9,3.5,30,26.69630062,4449.383436,0.5191026631,4796.546292,1599.049144
2500,-48,9,3.5,37.5,27.94644828,5822.176725,0.4914345025,4749.649623,1583.225153
3000,-48,9,3.5,45,29.09029244,7272.573111,0.4653639606,4702.062357,1568.501303
3500,-48,9,3.5,52.5,30.07776458,8772.681337,0.4428361356,4637.695879,1552.880096
4000,-48,9,3.5,60,30.86427649,10288.09216,0.4241392668,4459.297168,1525.043227
4500,-48,9,3.5,67.5,31.42077985,11782.79244,0.4095599442,4226.638934,1488.895572
5000,-48,9,3.5,75,31.73850066,13224.37527,0.3987281261,3981.150364,1448.842589
5500,-48,9,3.5,82.5,31.8268128,14587.2892,0.3911433564,3744.233289,1408.20467
6000,-48,9,3.5,90,31.7073204,15853.6602,0.3863061734,3525.546334,1369.07164
6500,-48,9,3.5,97.5,31.4077492,17012.53082,0.3837704591,3328.298227,1332.818054
7000,-48,9,3.5,105,30.9574096,18058.48894,0.3831583629,3152.705396,1300.208658
7500,-48,9,3.5,112.5,30.38443872,18990.2742,0.3841581275,2997.51167,1271.596836
8000,-48,9,3.5,120,29.71439976,19809.59984,0.3865153316,2860.687515,1247.03438
8500,-48,9,3.5,127.5,28.96974586,20520.23665,0.3900226643,2740.044274,1226.378014
9000,-48,9,3.5,135,28.16977303,21127.32977,0.3945104251,2633.581779,1209.346041
9500,-48,9,3.5,142.5,27.33082003,21636.89919,0.399838488,2539.732522,1195.596653
10000,-48,9,3.5,150,26.46657371,22055.47809,0.4058898153,2456.463945,1184.784507
500,-24,9,3.5,7.5,31.34387468,1305.994778,0.4128915234,4615.977082,1539.785209
1000,-24,9,3.5,15,32.35869149,2696.557624,0.3887325381,4579.503703,1526.931684
1500,-24,9,3.5,22.5,33.17048775,4146.310969,0.3690006387,4548.727238,1516.559453
2000,-24,9,3.5,30,33.72961117,5621.601862,0.3552051484,4434.568399,1502.986796
2500,-24,9,3.5,37.5,34.00714929,7084.822768,0.346922136,4138.948443,1476.00358
3000,-24,9,3.5,45,34.00176756,8500.441889,0.3428109474,3789.13201,1441.472465
3500,-24,9,3.5,52.5,33.73633953,9839.765697,0.3417862189,3452.252048,1404.437935
4000,-24,9,3.5,60,33.24826108,11082.75369,0.3431144444,3154.041243,1368.461923
4500,-24,9,3.5,67.5,32.57981157,12217.42934,0.346284299,2899.998769,1335.245662
5000,-24,9,3.5,75,31.7717464,13238.22767,0.3509266946,2688.109576,1305.677574
5500,-24,9,3.5,82.5,30.86015334,14144.23695,0.3567682498,2512.99076,1279.98422
6000,-24,9,3.5,90,29.87547191,14937.73595,0.3636020681,2368.917856,1258.094476
6500,-24,9,3.5,97.5,28.84264735,15623.10065,0.3712682174,2250.749791,1239.761345
7000,-24,9,3.5,105,27.78176159,16206.02759,0.3796402502,2153.542546,1224.638256
7500,-24,9,3.5,112.5,26.70879198,16692.99499,0.3886157393,2073.578132,1212.417556
8000,-24,9,3.5,120,25.63633779,17090.89186,0.3981095736,2007.43514,1202.768346
8500,-24,9,3.5,127.5,24.57425441,17406.76354,0.408049179,1952.538704,1195.415134
9000,-24,9,3.5,135,23.53018316,17647.63737,0.4183710937,1906.739137,1190.076577
9500,-24,9,3.5,142.5,22.50998438,17820.4043,0.4290184982,1868.230268,1186.539227
10000,-24,9,3.5,150,21.51808857,17931.74048,0.4399394192,1835.671281,1184.586169
500,0,9,3.5,7.5,34.79754484,1449.897702,0.3256529651,4267.600433,1485.067224
1000,0,9,3.5,15,34.35000577,2862.500481,0.32850204,3802.366948,1461.761828
1500,0,9,3.5,22.5,33.65090974,4206.363718,0.3330536912,3286.725189,1431.829849
2000,0,9,3.5,30,32.75374444,5458.957407,0.339083071,2831.605342,1399.374404
2500,0,9,3.5,37.5,31.71182465,6606.630136,0.346365133,2459.693711,1368.37824
3000,0,9,3.5,45,30.57160186,7642.900465,0.3547013014,2164.459184,1340.111557
3500,0,9,3.5,52.5,29.37062556,8566.432454,0.3639268267,1934.046933,1315.222241
4000,0,9,3.5,60,28.13800131,9379.333771,0.373908183,1758.589692,1293.838946
4500,0,9,3.5,67.5,26.89576149,10085.91056,0.3845370864,1634.014056,1275.696899
5000,0,9,3.5,75,25.66034945,10691.81227,0.3957243176,1568.536767,1260.520261
5500,0,9,3.5,82.5,24.44391214,11203.45973,0.4073944945,1565.431825,1248.052225
6000,0,9,3.5,90,23.2553307,11627.66535,0.4194820159,1565.431825,1237.951239
6500,0,9,3.5,97.5,22.10100976,11971.38029,0.4319280545,1565.431825,1230.004167
7000,0,9,3.5,105,20.98547195,12241.5253,0.4446783881,1565.431825,1223.95038
7500,0,9,3.5,112.5,19.91180417,12444.87761,0.457681864,1565.431825,1219.588021
8000,0,9,3.5,120,18.88199456,12587.99637,0.4708893239,1565.431825,1216.733775
8500,0,9,3.5,127.5,17.89718952,12677.17591,0.4842528512,1565.431825,1215.242073
9000,0,9,3.5,135,16.95789258,12718.41944,0.4977252388,1565.431825,1214.956784
9500,0,9,3.5,142.5,16.06412058,12717.4288,0.5112595978,1565.431825,1215.771504
10000,0,9,3.5,150,15.21552792,12679.6066,0.5248090544,1565.431825,1217.598127
500,-120,9,3.8,7.5,4.284762392,178.5317663,0.9345212717,5627.166593,1877.977494
1000,-120,9,3.8,15,4.82433728,402.0281067,0.926048911,5613.921312,1871.667121
1500,-120,9,3.8,22.5,5.409481433,676.1851791,0.916713417,5586.837981,1864.229877
2000,-120,9,3.8,30,6.041718335,1006.953056,0.9066334314,5570.336825,1856.778942
2500,-120,9,3.8,37.5,6.722616242,1400.54505,0.8955985388,5541.782431,1848.24799
3000,-120,9,3.8,45,7.453616902,1863.404226,0.8836133003,5509.475487,1839.004166
3500,-120,9,3.8,52.5,8.235933243,2402.147196,0.8707148281,5481.655755,1829.415563
4000,-120,9,3.8,60,9.070424947,3023.474982,0.8567767422,5449.766876,1819.074068
4500,-120,9,3.8,67.5,9.957422556,3734.033458,0.8418662711,5422.19479,1808.36414
5000,-120,9,3.8,75,10.8964656,4540.193999,0.8258576115,5390.719203,1796.906401
5500,-120,9,3.8,82.5,11.88590473,5447.706336,0.8085994273,5347.444074,1784.348328
6000,-120,9,3.8,90,12.92229957,6461.149784,0.7904723213,5314.861086,1771.771846
6500,-120,9,3.8,97.5,13.9995389,7583.083573,0.7712456733,5275.24272,1758.41424
7000,-120,9,3.8,105,15.10766584,8812.805076,0.7511362869,5233.749553,1744.620478
7500,-120,9,3.8,112.5,16.23160266,10144.75166,0.7303287118,5188.633519,1730.468778
8000,-120,9,3.8,120,17.35040881,11566.9392,0.7094211142,5149.961565,1716.653855
8500,-120,9,3.8,127.5,18.43810022,13060.32099,0.6886713335,5088.736514,1698.473377
9000,-120,9,3.8,135,19.46661934,14599.9645,0.6686632964,4997.281304,1673.215745
9500,-120,9,3.8,142.5,20.41005183,16157.9577,0.6498113292,4886.43808,1642.921471
10000,-120,9,3.8,150,21.24815257,17706.79381,0.6324060745,4763.938509,1609.305765
500,-96,9,3.8,7.5,8.598783268,358.2826362,0.8647115114,5470.997558,1825.069216
1000,-96,9,3.8,15,9.406268775,783.8557312,0.85123391,5445.795137,1815.320924
1500,-96,9,3.8,22.5,10.26674687,1283.343359,0.8366423354,5413.74536,1804.680541
2000,-96,9,3.8,30,11.18072468,1863.454113,0.8209434411,5379.392349,1793.351569
2500,-96,9,3.8,37.5,12.14834579,2530.905374,0.8041152018,5344.003139,1781.389213
3000,-96,9,3.8,45,13.16898043,3292.245107,0.7860936143,5305.673882,1768.709184
3500,-96,9,3.8,52.5,14.24082101,4153.572795,0.7667552596,5259.464515,1755.097513
4000,-96,9,3.8,60,15.36029931,5120.099771,0.7465090951,5224.440071,1741.480024
4500,-96,9,3.8,67.5,16.52122755,6195.460333,0.7249517102,5178.74764,1726.900142
5000,-96,9,3.8,75,17.71359272,7380.663633,0.702431681,5132.624062,1711.941115
5500,-96,9,3.8,82.5,18.92206426,8672.612786,0.679287213,5089.3499,1696.919947
6000,-96,9,3.8,90,20.12464629,10062.32314,0.6558157365,5045.595267,1681.916861
6500,-96,9,3.8,97.5,21.29251555,11533.44592,0.632562998,5000.269566,1666.99668
7000,-96,9,3.8,105,22.39233534,13062.19562,0.6102462267,4918.639145,1645.3024
7500,-96,9,3.8,112.5,23.39116848,14619.4803,0.5894683899,4799.160793,1615.711302
8000,-96,9,3.8,120,24.26197712,16174.65141,0.5706236993,4658.745961,1580.910906
8500,-96,9,3.8,127.5,24.98710454,17699.19905,0.5539130882,4508.533012,1543.007403
9000,-96,9,3.8,135,25.55882655,19169.11991,0.539382653,4355.5862,1503.553484
9500,-96,9,3.8,142.5,25.9778378,20565.78826,0.5269714445,4204.566005,1463.692884
10000,-96,9,3.8,150,26.25096161,21875.80134,0.516554584,4058.665435,1424.255987
500,-72,9,3.8,7.5,14.79866892,616.611205,0.7567288841,5243.120552,1748.36587
1000,-72,9,3.8,15,15.90131639,1325.109699,0.7364393908,5200.159249,1734.54839
1500,-72,9,3.8,22.5,17.05486374,2131.857968,0.7148676401,5155.946513,1720.106943
2000,-72,9,3.8,30,18.25486257,3042.477095,0.6921946931,5116.020748,1705.346082
2500,-72,9,3.8,37.5,19.4944023,4061.333813,0.6680206561,5063.657066,1689.554005
3000,-72,9,3.8,45,20.76267034,5190.667585,0.6431137476,5020.136144,1673.842303
3500,-72,9,3.8,52.5,22.04330058,6429.296003,0.6173522719,4972.569574,1657.781491
4000,-72,9,3.8,60,23.31261724,7770.872414,0.5912002893,4922.700332,1641.708263
4500,-72,9,3.8,67.5,24.53864217,9201.990814,0.5655871405,4878.422572,1626.341082
5000,-72,9,3.8,75,25.68247916,10701.03298,0.5411797573,4827.504726,1610.719369
5500,-72,9,3.8,82.5,26.70335165,12239.03617,0.5189014564,4711.805132,1585.522558
6000,-72,9,3.8,90,27.56611406,13783.05703,0.4993419549,4549.780777,1551.904432
6500,-72,9,3.8,97.5,28.24751924,15300.73959,0.4826978901,4367.322429,1513.360265
7000,-72,9,3.8,105,28.73834987,16764.03742,0.4689226953,4179.798869,1472.534776
7500,-72,9,3.8,112.5,29.04167392,18151.0462,0.4578280883,3996.37809,1431.325736
8000,-72,9,3.8,120,29.16929217,19446.19478,0.4491596461,3821.94391,1391.0789
8500,-72,9,3.8,127.5,29.13814967,20639.52268,0.4426457338,3658.979917,1352.792796
9000,-72,9,3.8,135,28.96751894,21725.6392,0.4380249335,3508.332101,1317.235191
9500,-72,9,3.8,142.5,28.6770841,22702.69158,0.4350589684,3369.82282,1285.036933
10000,-72,9,3.8,150,28.28576981,23571.47485,0.4335370271,3242.990706,1256.684699
500,-48,9,3.8,7.5,22.86336663,952.6402764,0.6003776576,4936.654417,1647.226132
1000,-48,9,3.8,15,24.18385233,2015.321028,0.573100498,4892.480456,1630.84913
