engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,heat_addition_angle_degrees,thermal_efficiency_percent,net_specific_power_kw_per_kg,work_consumption_ratio,maximum_pressure_kpa,maximum_temperature_k
3000,-96,11,4.4,45,13.86639274,3466.598185,0.7961934967,6666.431049,1818.306364
3500,-96,11,4.4,52.5,14.99175812,4372.596118,0.7777078168,6604.134076,1803.551397
4000,-96,11,4.4,60,16.17038282,5390.127607,0.7583166558,6559.095041,1788.844102
4500,-96,11,4.4,67.5,17.39720701,6523.952629,0.7375473776,6497.894962,1772.964739
5000,-96,11,4.4,75,18.66323091,7776.346213,0.7157243821,6435.988261,1756.598299
5500,-96,11,4.4,82.5,19.95356189,9145.382531,0.6931513807,6378.190168,1740.091682
6000,-96,11,4.4,90,21.24530199,10622.651,0.6700872875,6319.25422,1723.497399
6500,-96,11,4.4,97.5,22.5066044,12191.07738,0.6470733724,6257.842003,1706.89958
7000,-96,11,4.4,105,23.69898588,13824.40843,0.6248625346,6150.922457,1682.779105
7500,-96,11,4.4,112.5,24.78356726,15489.72954,0.604108215,5997.936922,1650.088292
8000,-96,11,4.4,120,25.7284436,17152.29573,0.5852483496,5819.320156,1611.940306
8500,-96,11,4.4,127.5,26.51322837,18780.20343,0.5685120187,5629.472529,1570.602013
9000,-96,11,4.4,135,27.12953059,20347.14794,0.5539590942,5437.148386,1527.789105
9500,-96,11,4.4,142.5,27.5787986,21833.21556,0.5415332411,5248.144804,1484.706291
10000,-96,11,4.4,150,27.86936399,23224.46999,0.5311096569,5065.655465,1442.161637
500,-72,11,4.4,7.5,15.56758165,648.6492356,0.7683002926,6583.920799,1796.437076
1000,-72,11,4.4,15,16.72420059,1393.683382,0.748912079,6526.865542,1781.503437
1500,-72,11,4.4,22.5,17.93699196,2242.123995,0.7282335833,6468.165052,1765.862645
2000,-72,11,4.4,30,19.20263848,3200.439747,0.7064268032,6416.150254,1749.866429
2500,-72,11,4.4,37.5,20.51549568,4274.061599,0.6830148315,6345.236264,1732.596313
3000,-72,11,4.4,45,21.86596706,5466.491765,0.6587646557,6287.638477,1715.387457
3500,-72,11,4.4,52.5,23.23843517,6777.876923,0.6334696962,6223.551236,1697.653391
4000,-72,11,4.4,60,24.6087172,8202.905735,0.6075495267,6155.421636,1679.755489
4500,-72,11,4.4,67.5,25.94198641,9728.244905,0.5819423252,6095.055083,1662.536326
5000,-72,11,4.4,75,27.19346948,11330.61228,0.5573385357,6025.928268,1644.874242
5500,-72,11,4.4,82.5,28.31438462,12977.42629,0.5347507594,5874.995152,1616.380056
6000,-72,11,4.4,90,29.26203638,14631.01819,0.5148569208,5667.395719,1578.586946
6500,-72,11,4.4,97.5,30.0084793,16254.59295,0.4979088377,5436.013522,1535.615715
7000,-72,11,4.4,105,30.54323968,17816.88981,0.4838842729,5199.937691,1490.350038
7500,-72,11,4.4,112.5,30.87069141,19294.18213,0.4725987992,4970.711659,1444.842362
8000,-72,11,4.4,120,31.00527625,20670.18417,0.4637919103,4753.612929,1400.518076
8500,-72,11,4.4,127.5,30.96698394,21934.94696,0.4571826541,4551.850492,1358.368339
9000,-72,11,4.4,135,30.77800442,23083.50331,0.4525003257,4365.749115,1319.167107
9500,-72,11,4.4,142.5,30.46057522,24114.62205,0.4494986232,4195.190799,1283.652533
10000,-72,11,4.4,150,30.03574443,25029.78702,0.4479602322,4039.418764,1252.498074
500,-48,11,4.4,7.5,24.07503071,1003.12628,0.6175594844,6176.238412,1686.510567
1000,-48,11,4.4,15,25.49029087,2124.190906,0.5907379597,6117.556218,1668.452145
1500,-48,11,4.4,22.5,26.91858603,3364.823254,0.5627634163,6048.48234,1649.812641
2000,-48,11,4.4,30,28.33225529,4722.042549,0.5344378499,5980.724515,1631.350599
2500,-48,11,4.4,37.5,29.69187783,6185.807881,0.5065903599,5916.475103,1613.594592
3000,-48,11,4.4,45,30.94546527,7736.366317,0.4800751012,5850.276808,1596.923447
3500,-48,11,4.4,52.5,32.03363393,9343.143228,0.4570105795,5763.883241,1579.097673
4000,-48,11,4.4,60,32.90194203,10967.31401,0.437776917,5531.374726,1547.216013
4500,-48,11,4.4,67.5,33.5147589,12568.03459,0.4227600134,5233.622462,1506.243671
5000,-48,11,4.4,75,33.86179706,14109.08211,0.4116125867,4924.311294,1461.365455
5500,-48,11,4.4,82.5,33.9549714,15562.69523,0.4038234909,4628.907723,1416.233904
6000,-48,11,4.4,90,33.82038665,16910.19332,0.3988701692,4358.508259,1373.147553
6500,-48,11,4.4,97.5,33.49057412,18140.72765,0.3962826504,4116.765026,1333.542876
7000,-48,11,4.4,105,32.99909676,19249.47311,0.3956629997,3902.754219,1298.211278
7500,-48,11,4.4,112.5,32.37750728,20235.94205,0.3966840208,3714.396909,1267.469187
8000,-48,11,4.4,120,31.65395913,21102.63942,0.3990799801,3548.884051,1241.294506
8500,-48,11,4.4,127.5,30.85279724,21854.06471,0.4026355241,3403.74977,1219.421303
9000,-48,11,4.4,135,29.99466269,22495.99701,0.4071753756,3276.097313,1201.471618
9500,-48,11,4.4,142.5,29.09683143,23034.99155,0.4125556473,3163.388695,1187.008309
10000,-48,11,4.4,150,28.1736339,23478.02825,0.4186568561,3064.168738,1175.620704
500,-24,11,4.4,7.5,33.3740434,1390.585142,0.4274637519,5733.216311,1564.969976
1000,-24,11,4.4,15,34.50517322,2875.431102,0.4023377625,5682.072951,1550.177655
1500,-24,11,4.4,22.5,35.41743222,4427.179027,0.3815957175,5638.422055,1538.135122
2000,-24,11,4.4,30,36.04819056,6008.031759,0.3670109162,5481.176631,1522.190585
2500,-24,11,4.4,37.5,36.36025744,7575.053633,0.3582503205,5086.233936,1490.717001
3000,-24,11,4.4,45,36.35207753,9088.019383,0.3539241674,4633.851176,1451.108444
3500,-24,11,4.4,52.5,36.0527706,10515.39142,0.352869018,4209.702233,1409.556774
4000,-24,11,4.4,60,35.50846072,11836.15357,0.3542845343,3842.929408,1369.879355
4500,-24,11,4.4,67.5,34.76959856,13038.59946,0.357609533,3536.906227,1333.823737
5000,-24,11,4.4,75,33.88330057,14118.0419,0.3624405279,3285.778432,1302.178915
5500,-24,11,4.4,82.5,32.89010267,15074.63039,0.3684815488,3081.299001,1274.988113
6000,-24,11,4.4,90,31.82332961,15911.6648,0.3755113907,2915.307914,1252.041279
6500,-24,11,4.4,97.5,30.70967528,16634.40744,0.3833613949,2780.339791,1232.936626
7000,-24,11,4.4,105,29.57019731,17249.28177,0.3919000952,2670.188964,1217.254837
7500,-24,11,4.4,112.5,28.42134815,17763.34259,0.4010225036,2580.157047,1204.592823
8000,-24,11,4.4,120,27.27589328,18183.92886,0.4106425761,2505.960388,1194.579801
8500,-24,11,4.4,127.5,26.14367578,18518.43701,0.4206878727,2444.409165,1186.900033
9000,-24,11,4.4,135,25.03223217,18774.17412,0.4310957431,2393.017258,1181.275335
9500,-24,11,4.4,142.5,23.94728095,18958.26408,0.4418105764,2349.805449,1177.468399
10000,-24,11,4.4,150,22.8931079,19077.58992,0.452781798,2313.18809,1175.276124
500,0,11,4.4,7.5,37.2485764,1552.024017,0.3357524064,5235.356773,1501.10843
1000,0,11,4.4,15,36.73836017,3061.530014,0.3388353337,4582.879937,1473.892537
1500,0,11,4.4,22.5,35.94861268,4493.576584,0.343720548,3899.821433,1439.266976
2000,0,11,4.4,30,34.94583396,5824.305661,0.3501303037,3322.103546,1403.318434
2500,0,11,4.4,37.5,33.79340032,7040.291733,0.3577983574,2867.116486,1369.380695
3000,0,11,4.4,45,32.54410982,8136.027455,0.3664995012,2519.244139,1339.071812
3500,0,11,4.4,52.5,31.2389041,9111.347029,0.376053906,2261.198225,1312.832102
4000,0,11,4.4,60,29.90834541,9969.448471,0.3863206622,2084.246778,1290.414187
4500,0,11,4.4,67.5,28.57479078,10715.54654,0.3971888459,2001.985336,1271.527762
5000,0,11,4.4,75,27.25440594,11356.00247,0.4085694318,2001.215018,1255.796913
5500,0,11,4.4,82.5,25.95877881,11897.77362,0.4203889107,2001.215018,1242.843565
6000,0,11,4.4,90,24.69613513,12348.06757,0.4325845405,2001.215018,1232.353118
6500,0,11,4.4,97.5,23.47223004,12714.1246,0.4451009106,2001.215018,1224.023699
7000,0,11,4.4,105,22.29099601,13003.08101,0.4578874902,2001.215018,1217.630369
7500,0,11,4.4,112.5,21.15501405,13221.88378,0.4708968886,2001.215018,1212.941542
8000,0,11,4.4,120,20.06585862,13377.23908,0.4840836226,2001.215018,1209.792709
8500,0,11,4.4,127.5,19.02435308,13475.58343,0.4974032404,2001.215018,1208.021203
9000,0,11,4.4,135,18.03076125,13523.07094,0.5108116919,2001.215018,1207.506297
9500,0,11,4.4,142.5,17.08493349,13525.57235,0.5242648677,2001.215018,1208.144779
10000,0,11,4.4,150,16.18641951,13488.68292,0.5377182521,2001.215018,1209.862203
500,-120,12,3.2,7.5,4.206713586,175.2797328,0.9445784231,7856.303178,1967.449729
1000,-120,12,3.2,15,4.747742463,395.6452053,0.9372686538,7841.918631,1961.018528
1500,-120,12,3.2,22.5,5.337448225,667.1810281,0.9291552835,7800.833837,1953.126805
2000,-120,12,3.2,30,5.978026501,996.3377502,0.9203679835,7781.702647,1945.425662
2500,-120,12,3.2,37.5,6.671782277,1389.954641,0.9106746779,7739.421549,1936.332658
3000,-120,12,3.2,45,7.420971286,1855.242821,0.9000775672,7690.530016,1926.390257
3500,-120,12,3.2,52.5,8.227717432,2399.750918,0.8886133323,7651.415135,1916.139728
4000,-120,12,3.2,60,9.093916928,3031.305643,0.876134131,7605.005363,1904.967305
4500,-120,12,3.2,67.5,10.02109955,3757.912332,0.862702459,7567.941776,1893.429984
5000,-120,12,3.2,75,11.01020784,4587.5866,0.8481582822,7523.777991,1880.944498
5500,-120,12,3.2,82.5,12.0612284,5528.063017,0.8323004147,7456.672016,1866.957596
6000,-120,12,3.2,90,13.17256569,6586.282844,0.8155149005,7411.221712,1853.031774
6500,-120,12,3.2,97.5,14.33999097,7767.495111,0.7974810506,7351.908808,1837.977202
7000,-120,12,3.2,105,15.55497445,9073.735095,0.7783680299,7288.705037,1822.23191
7500,-120,12,3.2,112.5,16.80239586,10501.49742,0.7583007709,7217.805165,1805.828998
8000,-120,12,3.2,120,18.05839348,12038.92899,0.7378938479,7158.879031,1789.719758
8500,-120,12,3.2,127.5,19.29039138,13664.02723,0.71740024,7066.827558,1768.449667
9000,-120,12,3.2,135,20.46125368,15345.94026,0.6974862008,6933.396193,1739.236823
9500,-120,12,3.2,142.5,21.53628357,17049.55783,0.6786402011,6775.185255,1704.564741
10000,-120,12,3.2,150,22.48900474,18740.83728,0.6612083989,6601.292741,1666.427682
500,-96,12,3.2,7.5,8.582240328,357.593347,0.8835649521,7638.75308,1911.787843
1000,-96,12,3.2,15,9.415607034,784.6339195,0.8715861332,7605.360096,1901.423643
1500,-96,12,3.2,22.5,10.3089972,1288.62465,0.8585210306,7559.164238,1889.938813
2000,-96,12,3.2,30,11.26399776,1877.33296,0.8443668177,7509.177249,1877.624557
2500,-96,12,3.2,37.5,12.28200596,2558.751242,0.8290841999,7457.86274,1864.547682
3000,-96,12,3.2,45,13.36386172,3340.965431,0.8125787142,7401.33894,1850.560779
3500,-96,12,3.2,52.5,14.50948392,4231.932809,0.7946762884,7329.65323,1835.3143
4000,-96,12,3.2,60,15.71729346,5239.097819,0.7757923002,7280.544422,1820.136106
4500,-96,12,3.2,67.5,16.98325199,6368.719497,0.7553988472,7210.295593,1803.545005
5000,-96,12,3.2,75,18.29929254,7624.705225,0.7338015524,7138.942974,1786.325135
5500,-96,12,3.2,82.5,19.65095242,9006.686526,0.7112807222,7072.598213,1768.849398
6000,-96,12,3.2,90,21.01446001,10507.23,0.6880709215,7004.242012,1751.137513
6500,-96,12,3.2,97.5,22.35482624,12108.86422,0.6647267518,6932.389102,1733.299558
7000,-96,12,3.2,105,23.62798057,13782.98867,0.6420611251,6809.63151,1707.292896
7500,-96,12,3.2,112.5,24.78847204,15492.79503,0.6208032366,6636.783314,1672.206432
8000,-96,12,3.2,120,25.79903503,17199.35669,0.6014532885,6436.609724,1631.409736
8500,-96,12,3.2,127.5,26.63633029,18867.40062,0.5842780325,6223.831776,1587.442369
9000,-96,12,3.2,135,27.29126927,20468.45195,0.5693533656,6009.636776,1542.076383
9500,-96,12,3.2,142.5,27.76611087,21981.50444,0.5566252262,5799.142682,1496.569014
10000,-96,12,3.2,150,28.07078603,23392.32169,0.5459640465,5596.740154,1451.762918
500,-72,12,3.2,7.5,15.06759108,627.8162949,0.7860214619,7309.652207,1828.39754
1000,-72,12,3.2,15,16.2469958,1353.916317,0.7672235106,7244.99214,1812.982727
1500,-72,12,3.2,22.5,17.49128831,2186.411039,0.747046286,7178.278843,1796.744943
2000,-72,12,3.2,30,18.79815068,3133.025113,0.7256372733,7120.297597,1780.083098
2500,-72,12,3.2,37.5,20.16303822,4200.632962,0.7024527228,7037.554437,1761.873118
3000,-72,12,3.2,45,21.57743505,5394.358761,0.6782670257,6971.925719,1743.671313
3500,-72,12,3.2,52.5,23.02643761,6716.044304,0.6528016982,6897.389013,1724.731166
4000,-72,12,3.2,60,24.4854411,8161.813699,0.6264446398,6816.930856,1705.431893
4500,-72,12,3.2,67.5,25.91682261,9718.808477,0.6001626569,6745.741949,1686.732157
5000,-72,12,3.2,75,27.26962052,11362.34189,0.5746932836,6664.0668,1667.395248
5500,-72,12,3.2,82.5,28.48624827,13056.19713,0.5511715779,6491.046298,1636.103727
6000,-72,12,3.2,90,29.51558131,14757.79065,0.5303911616,6256.548917,1594.859659
6500,-72,12,3.2,97.5,30.32448625,16425.76339,0.5126719336,5996.768391,1548.180549
7000,-72,12,3.2,105,30.90116824,18025.68148,0.4980168684,5733.224422,1499.327882
7500,-72,12,3.2,112.5,31.25145935,19532.16209,0.4862394584,5478.572252,1450.391325
8000,-72,12,3.2,120,31.39265368,20928.43579,0.4770644206,5238.002339,1402.841597
8500,-72,12,3.2,127.5,31.34799833,22204.83215,0.4701922203,5015.088135,1357.632789
9000,-72,12,3.2,135,31.14280693,23357.1052,0.4653339747,4810.122221,1315.556619
9500,-72,12,3.2,142.5,30.80207323,24384.97464,0.4622271571,4622.588451,1277.479198
10000,-72,12,3.2,150,30.34916725,25290.97271,0.4606404833,4451.543217,1244.430209
500,-48,12,3.2,7.5,23.8634315,994.3096458,0.63758788,6843.639804,1713.39758
1000,-48,12,3.2,15,25.36009697,2113.341414,0.6105253792,6776.311073,1694.110881
1500,-48,12,3.2,22.5,26.88353852,3360.442316,0.5819973922,6694.847478,1673.982277
2000,-48,12,3.2,30,28.40570026,4734.283376,0.5527905311,6614.257544,1653.855274
2500,-48,12,3.2,37.5,29.8842589,6225.88727,0.5237374779,6537.167621,1634.304383
3000,-48,12,3.2,45,31.26015744,7815.03936,0.4957456063,6456.377461,1615.752624
3500,-48,12,3.2,52.5,32.46259021,9468.255477,0.4712005088,6353.727894,1595.708639
4000,-48,12,3.2,60,33.42462881,11141.54294,0.450620675,6086.337266,1559.968024
4500,-48,12,3.2,67.5,34.10224198,12788.34074,0.4345269229,5749.415747,1514.394148
5000,-48,12,3.2,75,34.48326463,14368.02693,0.4225884184,5403.270528,1464.981857
5500,-48,12,3.2,82.5,34.5828199,15850.45912,0.4142622349,5075.242635,1415.76678
6000,-48,12,3.2,90,34.43256496,17216.28248,0.4089789709,4777.864001,1369.261809
6500,-48,12,3.2,97.5,34.07089941,18455.07051,0.4062234809,4512.83151,1326.941861
7000,-48,12,3.2,105,33.53658378,19563.00721,0.4055599982,4279.368579,1289.646983
7500,-48,12,3.2,112.5,32.8653951,20540.87194,0.4066313353,4074.649678,1257.701986
8000,-48,12,3.2,120,32.08876104,21392.50736,0.4091483486,3895.27537,1230.989577
8500,-48,12,3.2,127.5,31.23349021,22123.72223,0.4128773162,3738.023751,1209.119411
9000,-48,12,3.2,135,30.32203527,22741.52645,0.4176283171,3600.329344,1191.570826
9500,-48,12,3.2,142.5,29.37297236,23253.60312,0.4232455544,3478.94684,1177.809324
10000,-48,12,3.2,150,28.4015343,23667.94525,0.4295996744,3371.717768,1167.323703
500,-24,12,3.2,7.5,33.88619646,1411.924853,0.4408895498,6316.486215,1580.743882
1000,-24,12,3.2,15,35.15191957,2929.326631,0.4137010049,6253.419491,1563.973659
1500,-24,12,3.2,22.5,36.18268916,4522.836145,0.3909789279,6198.896294,1550.178912
2000,-24,12,3.2,30,36.89907781,6149.846302,0.3748872547,6008.106018,1531.708226
2500,-24,12,3.2,37.5,37.25289707,7761.020223,0.3652055524,5545.889081,1495.640014
3000,-24,12,3.2,45,37.24228542,9310.571355,0.3604366049,5030.101046,1451.258262
3500,-24,12,3.2,52.5,36.90445972,10763.80075,0.3592791109,4558.78278,1405.699528
4000,-24,12,3.2,60,36.29656434,12098.85478,0.3608235971,4158.611707,1362.975538
4500,-24,12,3.2,67.5,35.47914184,13304.67819,0.3644310619,3829.785324,1324.911489
5000,-24,12,3.2,75,34.50708292,14377.95122,0.369645025,3563.526761,1292.097735
5500,-24,12,3.2,82.5,33.42638887,15320.42823,0.3761338248,3348.95519,1264.424921
6000,-24,12,3.2,90,32.27401851,16137.00925,0.3836518592,3176.100423,1241.484266
6500,-24,12,3.2,97.5,31.0789799,16834.44745,0.3920132076,3036.371974,1222.743437
7000,-24,12,3.2,105,29.86373407,17420.51154,0.4010735945,2922.834974,1207.710842
7500,-24,12,3.2,112.5,28.64551909,17903.44943,0.4107180132,2830.0176,1195.879696
8000,-24,12,3.2,120,27.43746746,18291.64497,0.4208521991,2753.629124,1186.843188
8500,-24,12,3.2,127.5,26.24950285,18593.39785,0.4313967263,2690.300953,1180.216927
9000,-24,12,3.2,135,25.0890435,18816.78262,0.4422828982,2637.376171,1175.69894
9500,-24,12,3.2,142.5,23.96154939,18969.55994,0.453449868,2592.746194,1173.006812
10000,-24,12,3.2,150,22.87094817,19059.12347,0.4648426044,2554.726283,1171.907759
500,0,12,3.2,7.5,38.2621508,1594.256283,0.3402597852,5691.918822,1507.224989
1000,0,12,3.2,15,37.67667559,3139.722966,0.3437297834,4894.68415,1476.161028
1500,0,12,3.2,22.5,36.77987877,4597.484847,0.3491843334,4103.802824,1437.506833
2000,0,12,3.2,30,35.65479402,5942.46567,0.3562771864,3461.884521,1398.425577
2500,0,12,3.2,37.5,34.3770316,7161.881584,0.364690271,2973.662087,1362.46924
3000,0,12,3.2,45,33.00686968,8251.71742,0.374164673,2614.940039,1331.221238
3500,0,12,3.2,52.5,31.58923171,9213.525915,0.3844998336,2366.678501,1304.527254
4000,0,12,3.2,60,30.15649007,10052.16336,0.3955418774,2234.106751,1282.136731
4500,0,12,3.2,67.5,28.73157887,10774.34208,0.4071710859,2225.538718,1263.603146
5000,0,12,3.2,75,27.33057993,11387.74164,0.4192916808,2225.538718,1248.444137
5500,0,12,3.2,82.5,25.96465948,11900.46893,0.4318242953,2225.538718,1236.209588
6000,0,12,3.2,90,24.64145742,12320.72871,0.4447006814,2225.538718,1226.560805
6500,0,12,3.2,97.5,23.36606819,12656.62027,0.4578600873,2225.538718,1219.147329
7000,0,12,3.2,105,22.14173231,12916.01051,0.4712468251,2225.538718,1213.705322
7500,0,12,3.2,112.5,20.97032794,13106.45496,0.4848086647,2225.538718,1209.993619
8000,0,12,3.2,120,19.85272548,13235.15032,0.4984957877,2225.538718,1207.797237
8500,0,12,3.2,127.5,18.78904829,13308.9092,0.51226011,2225.538718,1206.958743
9000,0,12,3.2,135,17.77886871,13334.15153,0.5260548365,2225.538718,1207.305767
9500,0,12,3.2,142.5,16.82135865,13316.90893,0.5398341531,2225.538718,1208.721722
10000,0,12,3.2,150,15.91540746,13262.83955,0.5535529905,2225.538718,1211.108732
500,-120,12,3.5,7.5,4.329198226,180.3832594,0.9429191592,7850.402221,1965.903156
1000,-120,12,3.5,15,4.880773879,406.7311565,0.9354536736,7835.196873,1959.326639
1500,-120,12,3.5,22.5,5.480722985,685.0903731,0.9271845581,7793.817529,1951.310601
2000,-120,12,3.5,30,6.131060026,1021.843338,0.9182449522,7773.891964,1943.472991
2500,-120,12,3.5,37.5,6.833916218,1423.732545,0.9084037719,7731.283006,1934.266353
3000,-120,12,3.5,45,7.591382289,1897.845572,0.8976658287,7682.184319,1924.223155
3500,-120,12,3.5,52.5,8.405427922,2451.583144,0.8860701755,7642.637216,1913.8745
4000,-120,12,3.5,60,9.277806411,3092.602137,0.8734706988,7595.940585,1902.620941
4500,-120,12,3.5,67.5,10.20991457,3828.717962,0.8599319823,7558.382242,1891.008833
5000,-120,12,3.5,75,11.20256888,4667.737033,0.8452959782,7513.874823,1878.468706
5500,-120,12,3.5,82.5,12.25563316,5617.165199,0.8293644033,7446.926829,1864.4608
6000,-120,12,3.5,90,13.36739069,6683.695346,0.8125247504,7401.178665,1850.516092
6500,-120,12,3.5,97.5,14.53350017,7872.312591,0.7944602276,7341.891905,1835.472976
7000,-120,12,3.5,105,15.74535669,9184.791404,0.7753425475,7278.836254,1819.763505
7500,-120,12,3.5,112.5,16.98787211,10617.42007,0.755298885,7208.304724,1803.423996
8000,-120,12,3.5,120,18.23743324,12158.28883,0.7349402491,7149.555619,1787.388905
8500,-120,12,3.5,127.5,19.46200106,13785.58409,0.7145158,7057.918488,1766.237656
9000,-120,12,3.5,135,20.62517631,15468.88223,0.694681709,6924.90483,1737.200127
9500,-120,12,3.5,142.5,21.69297201,17173.60284,0.6759172697,6767.18924,1702.748189
10000,-120,12,3.5,150,22.63941415,18866.17846,0.6585619346,6593.675487,1664.820175
500,-96,12,3.5,7.5,8.769417637,365.3924015,0.8808730067,7629.36653,1909.395832
1000,-96,12,3.5,15,9.609859918,800.8216598,0.868759816,7595.394655,1898.930469
1500,-96,12,3.5,22.5,10.50919482,1313.649353,0.8555713404,7548.884525,1887.365672
2000,-96,12,3.5,30,11.46887065,1911.478442,0.8413070771,7498.658744,1874.987738
2500,-96,12,3.5,37.5,12.49015879,2602.116414,0.8259298694,7447.13216,1861.863249
3000,-96,12,3.5,45,13.57378084,3393.44521,0.809347599,7390.512599,1847.849257
3500,-96,12,3.5,52.5,14.7195401,4293.199196,0.7913893569,7319.070425,1832.605295
4000,-96,12,3.5,60,15.92574067,5308.580222,0.7724713,7269.730085,1817.432521
4500,-96,12,3.5,67.5,17.18822807,6445.585528,0.7520715111,7199.738173,1800.884439
5000,-96,12,3.5,75,18.49883844,7707.84935,0.7304980612,7128.708524,1783.731855
5500,-96,12,3.5,82.5,19.8430868,9094.748117,0.7080333293,7062.638112,1766.344125
6000,-96,12,3.5,90,21.19736739,10598.68369,0.6849133082,6994.679813,1748.745289
6500,-96,12,3.5,97.5,22.52718913,12202.22744,0.661688105,6923.35112,1731.041784
7000,-96,12,3.5,105,23.78934344,13877.117,0.6391587289,6801.193748,1705.252468
7500,-96,12,3.5,112.5,24.93938752,15587.1172,0.6180401563,6629.023482,1670.446246
8000,-96,12,3.5,120,25.94087733,17293.91822,0.5988211515,6429.581572,1629.975921
8500,-96,12,3.5,127.5,26.77092948,18962.74172,0.5817616924,6217.571626,1586.308141
9000,-96,12,3.5,135,27.4205708,20565.4281,0.5669349628,6003.799173,1541.240971
9500,-96,12,3.5,142.5,27.89194668,22081.12446,0.554286796,5793.692604,1496.022954
10000,-96,12,3.5,150,28.19475161,23495.62634,0.543688891,5591.988397,1451.488607
500,-72,12,3.5,7.5,15.28415993,636.839997,0.7826040691,7298.528263,1825.594996
1000,-72,12,3.5,15,16.4630303,1371.919192,0.763754887,7233.950885,1810.184423
1500,-72,12,3.5,22.5,17.70504872,2213.131089,0.7435500827,7167.378293,1793.972179
2000,-72,12,3.5,30,19.0077825,3167.96375,0.7221390936,7109.368825,1777.350714
2500,-72,12,3.5,37.5,20.36656822,4243.035045,0.6989864335,7027.171987,1759.223213
3000,-72,12,3.5,45,21.77278032,5443.195079,0.6748651003,6961.765636,1741.116228
3500,-72,12,3.5,52.5,23.21145978,6770.009103,0.6495050495,6887.715899,1722.304525
4000,-72,12,3.5,60,24.65810697,8219.368992,0.6232968322,6807.96708,1703.164932
4500,-72,12,3.5,67.5,26.07554531,9778.329492,0.5972001795,6737.401193,1684.640554
5000,-72,12,3.5,75,27.41375945,11422.39977,0.5719421559,6656.492838,1665.504944
5500,-72,12,3.5,82.5,28.61650299,13115.89721,0.5486357985,6484.541957,1634.563543
6000,-72,12,3.5,90,29.63393468,14816.96734,0.5280545772,6250.976522,1593.75219
6500,-72,12,3.5,97.5,30.43371177,16484.92721,0.510506901,5992.110264,1547.540867
7000,-72,12,3.5,105,31.00424558,18085.80992,0.4959919175,5729.454946,1499.108001
7500,-72,12,3.5,112.5,31.35115561,19594.47226,0.4843241086,5475.187982,1450.601736
8000,-72,12,3.5,120,31.49131078,20994.20719,0.4752314041,5235.182497,1403.425989
8500,-72,12,3.5,127.5,31.44746589,22275.28834,0.4684181363,5012.766838,1358.582277
9000,-72,12,3.5,135,31.2444547,23433.34102,0.4635992009,4808.040057,1316.838432
9500,-72,12,3.5,142.5,30.90683917,24467.91434,0.4605154863,4620.716788,1279.04154
10000,-72,12,3.5,150,30.45761756,25381.34797,0.4589387064,4449.857971,1246.151516
500,-48,12,3.5,7.5,24.04945976,1002.060823,0.6342311446,6834.113554,1710.96186
1000,-48,12,3.5,15,25.53478974,2127.899145,0.607293495,6767.109921,1691.809873
1500,-48,12,3.5,22.5,27.04463991,3380.579989,0.5789421473,6686.3651,1671.855828
2000,-48,12,3.5,30,28.55105801,4758.509669,0.5499633994,6606.589236,1651.93193
2500,-48,12,3.5,37.5,30.0121792,6252.537334,0.5211861642,6530.377852,1632.606674
3000,-48,12,3.5,45,31.37001265,7842.503163,0.4935063807,6450.695853,1614.296951
3500,-48,12,3.5,52.5,32.55547502,9495.34688,0.469263846,6349.085474,1594.543927
4000,-48,12,3.5,60,33.50353227,11167.84409,0.4489533496,6083.550062,1559.312839
4500,-48,12,3.5,67.5,34.17143111,12814.28667,0.4330740345,5748.144878,1514.298346
5000,-48,12,3.5,75,34.54729431,14394.70596,0.4212935952,5403.041972,1465.476572
5500,-48,12,3.5,82.5,34.64576538,15879.30913,0.4130756378,5075.851306,1416.761111
6000,-48,12,3.5,90,34.49766841,17248.83421,0.407859593,4778.603549,1370.637473
6500,-48,12,3.5,97.5,34.14051731,18492.78021,0.405138674,4513.667864,1328.622819
7000,-48,12,3.5,105,33.61227884,19607.16266,0.404484114,4280.278875,1291.516766
7500,-48,12,3.5,112.5,32.9480733,20592.54581,0.4055443377,4075.618133,1259.646719
8000,-48,12,3.5,120,32.17880735,21452.53823,0.4080346727,3896.290783,1232.900491
8500,-48,12,3.5,127.5,31.33088648,22192.71126,0.4117250084,3738.960217,1210.911014
9000,-48,12,3.5,135,30.42645785,22819.84339,0.4164284067,3600.978447,1193.17876
9500,-48,12,3.5,142.5,29.48387182,23341.39853,0.421991595,3479.638885,1179.17427
10000,-48,12,3.5,150,28.51820069,23765.16725,0.4282873972,3372.308407,1168.418686
500,-24,12,3.5,7.5,33.96604498,1415.251874,0.4391870202,6312.376339,1579.682272
1000,-24,12,3.5,15,35.21169308,2934.307757,0.4123956059,6250.276666,1563.175019
1500,-24,12,3.5,22.5,36.22469768,4528.08721,0.3900443523,6196.684837,1549.616606
2000,-24,12,3.5,30,36.92818642,6154.697737,0.3742320923,6008.464995,1531.485328
2500,-24,12,3.5,37.5,37.27565814,7765.762112,0.3647216418,5549.811474,1495.981507
3000,-24,12,3.5,45,37.2653024,9316.325599,0.3600366131,5037.123275,1452.24451
3500,-24,12,3.5,52.5,36.93310799,10772.1565,0.3589004673,4566.292456,1407.166253
4000,-24,12,3.5,60,36.33455477,12111.51826,0.3604227278,4166.172131,1364.765506
